10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendPerShareTTM,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,grossMargin5Y,grossMarginAnnual,grossMarginTTM,inventoryTurnoverAnnual,inventoryTurnoverTTM,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
48.3722,-5.4388,15.7623,27.516289,39.5553,242.52,2025-02-04,151.61,2024-08-05,14.8349,-2.8144,1.0209,1.1118,1.2986093,26.9961,26.9961,34.08,37.54,3.1037,3.1037,6.54859,9.5537,9.5537,,64.6022,64.6022,1.0637,1.0637,,6.4236,11.2704,35.46,29.23,2123990,5.5264,5.5264,5.5224,5.5264,5.5224,19.49,36.89,85.56,91.13,5.5264,5.5224,5.5264,5.5224,8.71,44.25,48.85,48.85,9.6632,9.6632,0.184,0.184,2126964,-6.1381,0.0382,0.0382,8.014,0.6192,17.6,5.34,9.29,9.29,6.15,10.75,10.75,,8.0669,8.0669,18.3554,18.3554,35.8993,35.8993,35.8993,35.8993,35.8993,35.8993,64.6926,64.6926,6.1,10.76,10.76,-0.8482,12.6155,-8.9118,1.854,-7.4464,3.334,3.334,8.3171,8.0857,0.8379,0.8379,13.3941,13.3941,0.4113,0.4113,10.74,17.86,10.49,10.99,59.5055,59.2403,16.42,5.84,9.48,10.33,16.18,20.72,23.74,10.89,16.38,17.98,26.1841,18.7025,36.74,0.2651,0.2651,-9.18
