10DayAverageTradingVolume,13WeekPriceReturnDaily,26WeekPriceReturnDaily,3MonthADReturnStd,3MonthAverageTradingVolume,52WeekHigh,52WeekHighDate,52WeekLow,52WeekLowDate,52WeekPriceReturnDaily,5DayPriceReturnDaily,assetTurnoverAnnual,assetTurnoverTTM,beta,bookValuePerShareAnnual,bookValuePerShareQuarterly,bookValueShareGrowth5Y,capexCagr5Y,cashFlowPerShareAnnual,cashFlowPerShareQuarterly,cashFlowPerShareTTM,cashPerSharePerShareAnnual,cashPerSharePerShareQuarterly,currentDividendYieldTTM,currentEv/freeCashFlowAnnual,currentEv/freeCashFlowTTM,currentRatioAnnual,currentRatioQuarterly,dividendGrowthRate5Y,dividendPerShareAnnual,dividendPerShareTTM,dividendYieldIndicatedAnnual,ebitdPerShareAnnual,ebitdPerShareTTM,ebitdaCagr5Y,ebitdaInterimCagr5Y,enterpriseValue,epsAnnual,epsBasicExclExtraItemsAnnual,epsBasicExclExtraItemsTTM,epsExclExtraItemsAnnual,epsExclExtraItemsTTM,epsGrowth3Y,epsGrowth5Y,epsGrowthQuarterlyYoy,epsGrowthTTMYoy,epsInclExtraItemsAnnual,epsInclExtraItemsTTM,epsNormalizedAnnual,epsTTM,focfCagr5Y,longTermDebt/equityAnnual,longTermDebt/equityQuarterly,marketCapitalization,monthToDatePriceReturnDaily,netIncomeEmployeeAnnual,netIncomeEmployeeTTM,netInterestCoverageAnnual,netInterestCoverageTTM,netMarginGrowth5Y,netProfitMargin5Y,netProfitMarginAnnual,netProfitMarginTTM,operatingMargin5Y,operatingMarginAnnual,operatingMarginTTM,payoutRatioAnnual,payoutRatioTTM,pbAnnual,pbQuarterly,pcfShareAnnual,pcfShareTTM,peAnnual,peBasicExclExtraTTM,peExclExtraAnnual,peExclExtraTTM,peInclExtraTTM,peNormalizedAnnual,peTTM,pfcfShareAnnual,pfcfShareTTM,pretaxMargin5Y,pretaxMarginAnnual,pretaxMarginTTM,priceRelativeToS&P50013Week,priceRelativeToS&P50026Week,priceRelativeToS&P5004Week,priceRelativeToS&P50052Week,priceRelativeToS&P500Ytd,psAnnual,psTTM,ptbvAnnual,ptbvQuarterly,quickRatioAnnual,quickRatioQuarterly,receivablesTurnoverAnnual,receivablesTurnoverTTM,revenueEmployeeAnnual,revenueEmployeeTTM,revenueGrowth3Y,revenueGrowth5Y,revenueGrowthQuarterlyYoy,revenueGrowthTTMYoy,revenuePerShareAnnual,revenuePerShareTTM,revenueShareGrowth5Y,roa5Y,roaRfy,roaTTM,roe5Y,roeRfy,roeTTM,roi5Y,roiAnnual,roiTTM,tangibleBookValuePerShareAnnual,tangibleBookValuePerShareQuarterly,tbvCagr5Y,totalDebt/totalEquityAnnual,totalDebt/totalEquityQuarterly,yearToDatePriceReturnDaily
0.77724,2.9001,13.7209,18.357626,1.08916,582,2025-03-03,428.86,2024-07-24,15.9394,-4.8963,0.5858,0.6251,1.0806109,7.0952,7.0952,3.93,10.4,14.8643,14.8643,12.29081,9.5974,9.5974,0.4884,37.6166,37.6166,1.0262,1.0262,14.95,2.6494,2.6494,0.5529082,17.7983,17.8684,9.92,9.98,511059.6,13.8878,13.8878,13.8916,13.8878,13.8916,16.62,11.82,22.22,17.35,13.8878,13.8916,13.8878,13.8916,12.75,2.6948,2.6948,501275.6,-5.1257,0.3854,0.3854,37.9346,44.8333,-1.01,44.58,45.71,45.71,54.5,55.32,55.32,19.02,19.02,74.5262,74.5262,33.9158,33.9158,38.9371,38.9371,40.3361,38.9371,38.9371,38.9371,38.9371,36.8965,36.8965,53.31,54.16,54.16,7.4907,10.5741,1.2968,2.9585,5.5697,17.7966,17.7966,468.3162,468.3162,0.8706,0.8706,7.0718,6.8902,0.8433,0.8433,14.26,10.78,14.37,12.23,30.3851,30.683,12.96,24.19,26.779999999999998,28.57,147.37,198.52,180.13,45.01,52.1,53.42,1.1291,1.1291,-25.43,2.8105,2.8105,3.8361
